,UF,Instituição de Ensino,Contagem,Proporção
50,BA,Universidade Estadual do Sudoeste da Bahia,10,0.62%
51,AP,Universidade Federal do Amapá,10,0.62%
52,RR,Universidade Federal de Roraima,10,0.62%
53,MS,Universidade Estadual de Mato Grosso do Sul,9,0.56%
54,PR,Universidade Estadual do Norte do Paraná,8,0.5%
55,MS,Universidade Federal de Dourados,8,0.5%
56,PB,Universidade Federal da Paraíba,8,0.5%
57,PA,Universidade Federal do Pará,7,0.43%
58,PA,Universidade Federal Rural da Amazônia,7,0.43%
59,PR,Universidade Federal da Integração Latino-Americana,7,0.43%
60,PB,Universidade Estadual da Paraíba,6,0.37%
61,PR,Universidade Estadual do Centro-Oeste,5,0.31%
62,BA,Universidade Federal do Recôncavo da Bahia,5,0.31%
63,RN,Universidade Federal do Rio Grande do Norte,5,0.31%
64,SC,Universidade Federal da Fronteira Sul,5,0.31%
65,PE,Universidade Federal de Pernambuco,5,0.31%
66,MG,Universidade Federal dos Vales do Jequitinhonha e Mucuri,5,0.31%
67,RS,Instituto Federal do Rio Grande do Sul,5,0.31%
68,RS,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul",5,0.31%
69,RS,Universidade Federal de Rio Grande,4,0.25%
70,MG,Universidade Federal de São João del Rei,4,0.25%
71,MG,Universidade Federal de Ouro Preto,4,0.25%
72,RS,Universidade Federal de Santa Maria,4,0.25%
73,RR,Universidade Estadual de Roraima,4,0.25%
74,GO,Universidade Estadual de Goiás,4,0.25%
75,MG,Universidade Federal de Juiz de Fora,3,0.19%
76,RJ,Universidade do Rio de Janeiro,2,0.12%
77,SP,Universidade Federal de São Paulo,2,0.12%
78,AC,Colégio de Aplicação da Universidade Federal do Acre,2,0.12%
79,PE,Universidade Federal do Agreste de Pernambuco,2,0.12%
80,TO,Universidade de Guripi,2,0.12%
81,PR,Instituto Federal do Paraná,2,0.12%
82,GO,Instituto Federal de Goiás,2,0.12%
83,MG,Universidade do Estado de Minas Gerais,2,0.12%
84,PA,Universidade Federal do Sul e Sudeste do Pará,2,0.12%
85,PI,Universidade Federal do Delta do Parnaíba,2,0.12%
86,PB,Universidade Federal de Campina Grande,2,0.12%
87,BA,Universidade Federal da Bahia,2,0.12%
88,BA,Universidade Federal do Oeste da Bahia,1,0.06%
89,MA,Universidade Estadual do Maranhão,1,0.06%
90,SP,Universidade Nove de Julho,1,0.06%
91,CE,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,1,0.06%
92,ES,Associação Brasileira de Odontologia do Espírito Santo,1,0.06%
93,TO,Universidade Federal do Norte de Tocantins,1,0.06%
94,SP,Rede Municipal de Diadema,1,0.06%
95,SP,Faculdade de Medicina de Jundiaí,1,0.06%
96,MA,Universidade Estadual da Região Tocantina do Maranhão,1,0.06%
97,RJ,Universidade Federal do Estado do Rio de Janeiro,1,0.06%
98,MG,Instituto Federal do Sudeste Mineiro,1,0.06%
99,RS,Universidade de Santa Cruz do Sul,1,0.06%
100,RJ,Secretaria de Estado de Educação do Rio de Janeiro,1,0.06%
101,RS,Universidade Federal do Pampa,1,0.06%
102,MG,Universidade Federal de Itajubá,1,0.06%
103,MG,Universidade Federal do Triângulo Mineiro,1,0.06%
104,PA,Instituto Federal do Pará Campus Castanhal,1,0.06%
105,RO,Instituto Federal de Rondônia,1,0.06%
106,RJ,Colégio de Aplicação da Universidade do Estado do Rio de Janeiro,1,0.06%
107,RN,Universidade Federal Rural do Semi-Árido,1,0.06%
108,RJ,Fundação Centro de Ciências e Educação Superior a Distância do Estado do Rio de Janeiro,1,0.06%
109,MG,Universidade Estadual de Montes Claros,1,0.06%
